condition,subject,target_intensity,recorded_intensity,response,recording_deviates_from_mean,recording_deviates_from_target,recording_variance_z1,recording_variance_z2
4,1016,10.7000007629395,10.7,0,0,0,0,0
4,1016,18.2000007629395,18.3676470588235,1,1,0,0.0199299719887953,0.0206722689075628
4,1016,11.9000015258789,11.8903409090909,1,0,0,0,0.00157654127481718
4,1016,9.90000152587891,9.88855421686749,1,0,0,0,0.00178665883044378
4,1016,6.79999923706055,6.70555555555558,0,0,0,0.000999999999999886,0
4,1016,7.90000152587891,7.84444444444445,0,0,0,0.00251234567901242,0.00248456790123464
4,1016,8.79999923706055,8.77023809523808,0,0,0,0.00189759036144557,0.00228772231784254
4,1016,18.7000007629395,18.8320987654321,1,0,0,0.00463271604938263,0.00491975308641977
4,1016,9.90000152587891,9.90000000000002,0,0,0,0,0
4,1016,17.9000015258789,18.0512345679012,1,1,0,0.021030864197531,0.0215277777777779
4,1016,10.7000007629395,10.7,0,0,0,0,0
1,1017,7.60000038146973,7.70000000000002,1,0,0,0,0
1,1017,4.60000038146973,4.70000000000002,1,0,0,0,0
1,1017,2.89999961853027,2.94999999999999,1,0,0,0,0
1,1017,6.39999961853027,6.5,1,0,0,0,0
1,1017,1.70000076293945,1.70000000000002,1,0,0,0,0
1,1017,2.39999961853027,2.41746987951806,1,0,0,0,0.0023009109609169
1,1017,1,1.01204819277107,0,0,0,0,0.00185130766970326
1,1017,3,3.1,1,0,0,0,0
1,1017,1.10000038146973,1.1,1,0,0,0,0
1,1017,2.20000076293945,2.23734939759035,1,0,0,0,0.00191301792536003
1,1017,0.700000762939453,0.700000000000021,0,0,0,0,0
1,1017,0.600000381469727,0.599999999999994,1,0,0,0,0
1,1017,2.79999923706055,2.9,1,0,0,0,0
1,1017,0.299999237060547,0.280722891566263,1,0,0,0,0.00239788421980612
1,1017,3.10000038146973,3.20000000000002,1,0,0,0,0
1,1017,2.10000038146973,2.17906976744188,1,0,0,0.00198221614227078,0.00129822161422703
1,1017,1.5,1.5,1,0,0,0,0
1,1017,0.600000381469727,0.599999999999994,1,0,0,0,0
1,1017,1.20000076293945,1.20000000000002,1,0,0,0,0
1,1017,0.899999618530273,0.909036144578302,1,0,0,0,0.00149867763737883
1,1017,0.700000762939453,0.700000000000024,1,0,0,0,0
1,1017,0.700000762939453,0.700000000000021,1,0,0,0,0
1,1017,0.700000762939453,0.700000000000021,1,0,0,0,0
1,1017,0.600000381469727,0.599999999999994,1,0,0,0,0
1,1017,0.5,0.5,1,0,0,0,0
1,1017,0.5,0.5,1,0,0,0,0
1,1017,0.5,0.5,1,0,0,0,0
1,1017,0.399999618530273,0.400000000000006,1,0,0,0,0
1,1017,0.5,0.5,1,0,0,0,0
1,1017,0.5,0.5,1,0,0,0,0
2,1017,7,6.90000000000002,1,0,0,0,0
2,1017,4.20000076293945,4.09999999999999,1,0,0,0,0
2,1017,5.70000076293945,5.59999999999998,1,0,0,0,0
2,1017,2.40000152587891,2.29999999999998,1,0,0,0,0
2,1017,1.60000038146973,1.5,0,0,0,0,0
2,1017,6.79999923706055,6.70000000000003,1,0,0,0,0
2,1017,3,2.90000000000001,1,0,0,0,0
2,1017,1.29999923706055,1.20000000000002,0,0,0,0,0
2,1017,2.20000076293945,2.08869047619046,0,0,0,0,0.00177137119908209
2,1017,3.20000076293945,3.09999999999999,0,0,0,0,0
2,1017,8.20000076293945,8.11488095238094,1,0,0,0.00140562248995988,0.00115174985656917
2,1017,6.40000152587891,6.29999999999998,1,0,0,0,0
2,1017,3.59999847412109,3.5,0,0,0,0,0
2,1017,8,7.90000000000002,1,0,0,0,0
2,1017,0.899999618530273,0.790361445783116,0,0,0,0.000781663238319154,0.000978548339700293
2,1017,3.5,3.40000000000001,1,0,0,0,0
2,1017,1.29999923706055,1.19767441860467,0,0,0,0,0.000448700410396698
2,1017,2.90000152587891,2.79999999999998,0,0,0,0,0
2,1017,4.40000152587891,4.29999999999998,1,0,0,0,0
2,1017,4.09999847412109,3.9922619047619,0,0,0,0,0.00132386689615609
2,1017,5.29999923706055,5.20000000000002,1,0,0,0,0
2,1017,2,1.90000000000001,0,0,0,0,0
2,1017,4.59999847412109,4.5,1,0,0,0,0
2,1017,2.90000152587891,2.79999999999998,1,0,0,0,0
2,1017,1.70000076293945,1.59999999999999,0,0,0,0,0
2,1017,4.20000076293945,4.09999999999998,1,0,0,0,0
2,1017,3.79999923706055,3.70000000000002,0,0,0,0,0
2,1017,2,1.89117647058825,0,0,0,0,0.00147058823529405
2,1017,4.59999847412109,4.5,1,0,0,0,0
2,1017,2.5,2.40000000000001,1,0,0,0,0
3,1017,15,15.1,0,0,0,0,0
3,1017,21.1000003814697,21.2,1,0,0,0,0
3,1017,17.3999996185303,17.5,1,0,0,0,0
3,1017,12.3999996185303,12.5,0,0,0,0,0
3,1017,13.7000007629395,13.8,0,0,0,0,0
3,1017,18.1000003814697,18.2,1,0,0,0,0
3,1017,16.1999998092651,16.3,1,0,0,0,0
3,1017,14.6999998092651,14.8,1,0,0,0,0
3,1017,10.2000007629395,10.3,0,0,0,0,0
3,1017,11.2000007629395,11.3,0,0,0,0,0
3,1017,15,15.1,1,0,0,0,0
3,1017,13.1000003814697,13.2,0,0,0,0,0
3,1017,14.3000001907349,14.4,0,0,0,0,0
3,1017,15.6000003814697,15.7,0,0,0,0,0
3,1017,18.5,18.6,1,0,0,0,0
3,1017,16.8999996185303,17,1,0,0,0,0
3,1017,15.5,15.6,0,0,0,0,0
3,1017,17.3000001907349,17.4,1,0,0,0,0
3,1017,15.5,15.6,0,0,0,0,0
3,1017,15.3999996185303,15.5,0,0,0,0,0
3,1017,16.3000001907349,16.4,1,0,0,0,0
3,1017,15.3999996185303,15.5,0,0,0,0,0
3,1017,15.3999996185303,15.5,1,0,0,0,0
3,1017,16.8999996185303,17,1,0,0,0,0
3,1017,15.3000001907349,15.4,0,0,0,0,0
3,1017,15.3000001907349,15.4,1,0,0,0,0
3,1017,14.1000003814697,14.2,0,0,0,0,0
3,1017,16.6000003814697,16.7,1,0,0,0,0
3,1017,15.5,15.6,0,0,0,0,0
3,1017,15.3000001907349,15.4,0,0,0,0,0
3,1017,15.3000001907349,15.4,1,0,0,0,0
3,1017,16.6999998092651,16.8,0,0,0,0,0
3,1017,17.6999998092651,17.8,0,0,0,0,0
3,1017,20.3999996185303,20.5066265060241,1,0,0,0,0.00116367910667058
3,1017,19.1999998092651,19.3,1,0,0,0,0
3,1017,18.3999996185303,18.5,0,0,0,0,0
3,1017,22.0999999046326,22.2345238095238,0,0,0,0.0016336775674125,0.00252868617326447
3,1017,29.8999999985099,30,1,0,0,0,0
3,1017,28.5,28.68,1,0,0,0.00182072829131652,0.00139215686274509
3,1017,25.5999999046326,25.7293103448276,1,0,0,1.9483244786243e-34,0.00245388933440255
4,1017,12.5,12.5,0,0,0,0,0
4,1017,15.5,15.5,1,0,0,0,0
4,1017,10.9000015258789,10.9,0,0,0,0,0
4,1017,14.0999984741211,14.1,0,0,0,0,0
4,1017,16.5,16.5,1,0,0,0,0
4,1017,13.2999992370605,13.3,0,0,0,0,0
4,1017,14.9000015258789,14.9,0,0,0,0,0
4,1017,16.2999992370605,16.3,1,0,0,0,0
4,1017,15.9000015258789,15.9,1,0,0,0,0
4,1017,14.7999992370605,14.8,0,0,0,0,0
4,1017,15.2999992370605,15.3,0,0,0,0,0
4,1017,16,16,1,0,0,0,0
4,1017,15.0999984741211,15.1,0,0,0,0,0
4,1017,15.7000007629395,15.7,0,0,0,0,0
4,1017,16.2999992370605,16.3,1,0,0,0,0
4,1017,15.5,15.5,1,0,0,0,0
4,1017,14.9000015258789,14.9,0,0,0,0,0
4,1017,15.7000007629395,15.7,0,0,0,0,0
4,1017,16.2999992370605,16.3,1,0,0,0,0
4,1017,15.5,15.5,0,0,0,0,0
4,1017,15.4000015258789,15.4,0,0,0,0,0
4,1017,16.0999984741211,16.1,1,0,0,0,0
4,1017,15.4000015258789,15.4,0,0,0,0,0
4,1017,15.4000015258789,15.4,0,0,0,0,0
4,1017,16.0999984741211,16.1,0,0,0,0,0
4,1017,16.2000007629395,16.2,1,0,0,0,0
4,1017,16.0999984741211,16.1,1,0,0,0,0
4,1017,16.0999984741211,16.1,0,0,0,0,0
4,1017,16.2999992370605,16.3,1,0,0,0,0
4,1017,16,16,0,0,0,0,0
4,1017,16.4000015258789,16.4,1,0,0,0,0
4,1017,15.7999992370605,15.8,1,0,0,0,0
4,1017,16.2000007629395,16.2,0,0,0,0,0
4,1017,16.5999984741211,16.6,1,0,0,0,0
4,1017,16.5,16.5,1,0,0,0,0
4,1017,15.7000007629395,15.7,0,0,0,0,0
4,1017,15.7000007629395,15.7,0,0,0,0,0
4,1017,15.7000007629395,15.7,0,0,0,0,0
4,1017,15.7000007629395,15.7,0,0,0,0,0
4,1017,15.7000007629395,15.7,0,0,0,0,0
1,1018,7.60000038146973,7.70000000000002,1,0,0,0,0
1,1018,4.60000038146973,4.70000000000002,1,0,0,0,0
1,1018,2.89999961853027,3,1,0,0,0,0
1,1018,6.39999961853027,6.5,1,0,0,0,0
1,1018,1.70000076293945,1.75520833333331,1,0,0,0.000942982456140378,0
1,1018,2.39999961853027,2.43368421052631,1,0,0,0,0.00222172452407621
1,1018,1,1.00816326530612,0,0,0,0,0.00138018093835476
1,1018,3,3.1,1,0,0,0,0
1,1018,1.10000038146973,1.11559139784948,0,0,0,0,0.00216923796166424
1,1018,1.89999961853027,1.98817204301075,1,0,0,0.00113604488078545,0.000970079476390863
1,1018,1,1,0,0,0,0,0
1,1018,1.5,1.5,1,0,0,0,0
1,1018,1,1.0103092783505,0,0,0,0,0.00165378006872857
1,1018,1.60000038146973,1.64388888888892,1,0,0,0,0.00108489388264664
1,1018,1,1.04226804123709,0,0,0,0,0.00132087628865983
1,1018,1.60000038146973,1.6,1,0,0,0,0
1,1018,1.60000038146973,1.59999999999999,0,0,0,0,0
1,1018,1.60000038146973,1.6005376344086,1,0,0,0,0.000107526881720426
1,1018,1.60000038146973,1.60463917525773,1,0,0,0,0.000850515463917489
1,1018,1.60000038146973,1.59999999999999,0,0,0,0,0
1,1018,1.5,1.5,1,0,0,0,0
1,1018,0.899999618530273,0.922340425531907,0,0,0,0,0.00249828414550453
1,1018,1.60000038146973,1.62500000000002,0,0,0,0,0.00252631578947358
1,1018,1.5,1.54736842105262,1,0,0,0.00205599104143343,0.00225755879059357
1,1018,1.60000038146973,1.59999999999999,1,0,0,0,0
1,1018,1.70000076293945,1.70372340425534,1,0,0,0,0.000696636925188764
1,1018,0.899999618530273,0.957777777777775,0,0,0,0.00132833957553062,0
1,1018,1.60000038146973,1.6,1,0,0,0,0
1,1018,1.60000038146973,1.59999999999999,1,0,0,0,0
1,1018,0.899999618530273,0.954210526315787,0,0,0,0.00126987681970888,0.000597984322508416
2,1018,7,6.89705882352943,0,0,0,0,0.000560224089635871
2,1018,9.79999923706055,9.79999999999997,1,0,0,0,0
2,1018,5.40000152587891,5.3351648351648,0,0,0,0.00210989010989017,0
2,1018,8.5,8.41774193548391,1,0,0,0.00231416549789628,0
2,1018,4.5,4.40000000000003,0,0,0,0,0
2,1018,9.09999847412109,9.08510638297869,1,0,0,0,0.00211393273850384
2,1018,7.59999847412109,7.58369565217389,1,0,0,0,0.0022216913521262
2,1018,6.40000152587891,6.29999999999997,1,0,0,0,0
2,1018,2.90000152587891,2.79999999999998,0,0,0,0,0
2,1018,3.90000152587891,3.75000000000001,0,0,0,0,0
2,1018,6.5,6.41397849462368,1,0,0,0.00203599812996733,0
2,1018,4.79999923706055,4.70000000000003,0,0,0,0,0
2,1018,6.29999923706055,6.21956521739132,1,0,0,0.00240802675585257,0
2,1018,5.90000152587891,5.81894736842103,0,0,0,0.00237849944008965,0
2,1018,6.70000076293945,6.59999999999997,0,0,0,0,0
2,1018,9.40000152587891,9.39130434782611,1,0,0,0,0.00145246058289541
2,1018,8.29999923706055,8.21559139784948,1,0,0,0.00216923796166408,0
2,1018,5.20000076293945,5.09999999999998,0,0,0,0,0
2,1018,7,6.9161290322581,1,0,0,0.00220897615708281,0
2,1018,6.59999847412109,6.52052631578948,1,0,0,0.0024456886898097,0
2,1018,6.5,6.40000000000003,1,0,0,0,0
2,1018,5.70000076293945,5.59999999999997,0,0,0,0,0
2,1018,6.5,6.40434782608698,1,0,0,0.000802675585284304,0
2,1018,6.40000152587891,6.3274725274725,1,0,0,0.00250305250305258,0
2,1018,5.79999923706055,5.70000000000002,0,0,0,0,0
2,1018,6.40000152587891,6.30449438202245,1,0,0,0.000827374872318716,0
2,1018,6.40000152587891,6.33273809523807,1,0,0,0.00228772231784286,0
2,1018,5.79999923706055,5.70000000000003,0,0,0,0,0
2,1018,6.40000152587891,6.29999999999998,1,0,0,0,0
2,1018,5.79999923706055,5.70876288659796,1,0,0,0.00146048109965619,0
3,1018,15,15.1,1,0,0,0,0
3,1018,8.79999923706055,8.89999999999998,0,0,0,0,0
3,1018,12.5,12.6,1,0,0,0,0
3,1018,7.60000038146973,7.70000000000002,0,0,0,0,0
3,1018,10.7000007629395,10.8,0,0,0,0,0
3,1018,13.7999992370605,13.9,0,0,0,0,0
3,1018,21.1000003814697,21.2,1,0,0,0,0
3,1018,19.3000001907349,19.4054347826087,1,0,0,0,0.000979455327281406
3,1018,17.3999996185303,17.5,0,0,0,0,0
3,1018,0,0.0141304347825901,0,0,0,0,0.00204968944099385
3,1018,29.8999999985099,30,1,0,0,0,0
3,1018,25.8000001907349,25.9,1,0,0,0,0
3,1018,16.6999998092651,16.8,1,0,0,0,0
3,1018,12.7999992370605,12.9,0,0,0,0,0
3,1018,20.6999998092651,20.8,1,0,0,0,0
3,1018,15.6000003814697,15.7,0,0,0,0,0
3,1018,8.70000076293945,8.79999999999998,0,0,0,0,0
3,1018,20.3000001907349,20.4,1,0,0,0,0
3,1018,16.1999998092651,16.3,0,0,0,0,0
3,1018,17.3000001907349,17.4,1,0,0,0,0
3,1018,13.2000007629395,13.3,0,0,0,0,0
3,1018,14.8000001907349,14.9,0,0,0,0,0
3,1018,18.6000003814697,18.7,1,0,0,0,0
3,1018,15.3000001907349,15.4,0,0,0,0,0
3,1018,15.5,15.6,0,0,0,0,0
3,1018,16.8999996185303,17,1,0,0,0,0
3,1018,15.3999996185303,15.5,0,0,0,0,0
3,1018,17,17.1,0,0,0,0,0
3,1018,18.5,18.6,1,0,0,0,0
3,1018,15.6000003814697,15.7,0,0,0,0,0
3,1018,18,18.1,1,0,0,0,0
3,1018,16,16.1,0,0,0,0,0
3,1018,16.6999998092651,16.8,0,0,0,0,0
3,1018,17.8999996185303,18,0,0,0,0,0
3,1018,18.6999998092651,18.8,1,0,0,0,0
3,1018,18.3999996185303,18.5,1,0,0,0,0
3,1018,16.1000003814697,16.2,0,0,0,0,0
3,1018,18,18.1,0,0,0,0,0
3,1018,18.8999996185303,19,1,0,0,0,0
3,1018,16.3000001907349,16.4,0,0,0,0,0
4,1018,12.5,12.5,0,0,0,0,0
4,1018,15.5,15.5,1,0,0,0,0
4,1018,10.9000015258789,10.9,0,0,0,0,0
4,1018,14.0999984741211,14.1,1,0,0,0,0
4,1018,10,9.97239583333335,0,0,0,0.000683114035087739,0.00252192982456148
4,1018,14.7000007629395,14.7,1,0,0,0,0
4,1018,13.2000007629395,13.2,0,0,0,0,0
4,1018,15,15,1,0,0,0,0
4,1018,13.4000015258789,13.3806451612903,0,0,0,0,0.00239831697054705
4,1018,13.7999992370605,13.7984375,0,0,0,0,0.000305921052631544
4,1018,14.5999984741211,14.6,1,0,0,0,0
4,1018,14.0999984741211,14.1,0,0,0,0,0
4,1018,14.9000015258789,14.9,1,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,14.5,14.5,1,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,14.5,14.5,1,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,14.5,14.5,1,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,14.5,14.5,1,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,14.5,14.5,1,0,0,0,0
4,1018,13.9000015258789,13.9,1,0,0,0,0
4,1018,13.9000015258789,13.9,1,0,0,0,0
4,1018,14,14,0,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,13.9000015258789,13.9,1,0,0,0,0
4,1018,13.9000015258789,13.9,1,0,0,0,0
4,1018,14.0999984741211,14.1,0,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,13.7999992370605,13.8,1,0,0,0,0
4,1018,13.9000015258789,13.9,0,0,0,0,0
4,1018,13.7999992370605,13.8,0,0,0,0,0
4,1018,13.7999992370605,13.8,0,0,0,0,0
4,1018,13.7999992370605,13.8,0,0,0,0,0
4,1018,13.7999992370605,13.7987654320987,1,0,0,0,0.0002438271604938
4,1018,13.9000015258789,13.9,1,0,0,0,0
4,1018,14.2000007629395,14.2,0,0,0,0,0
1,1019,7.60000038146973,7.70000000000002,1,0,0,0,0
1,1019,4.60000038146973,4.70000000000002,1,0,0,0,0
1,1019,2.89999961853027,3,1,0,0,0,0
1,1019,6.39999961853027,6.5,1,0,0,0,0
1,1019,1.70000076293945,1.70000000000002,0,0,0,0,0
1,1019,3.79999923706055,3.89999999999999,1,0,0,0,0
1,1019,2.20000076293945,2.21411764705883,0,0,0,0.000663865546218506,0.00168907563025215
1,1019,4.20000076293945,4.29999999999998,1,0,0,0,0
1,1019,1.89999961853027,1.9,1,0,0,0,0
1,1019,6.39999961853027,6.5,1,0,0,0,0
1,1019,1.20000076293945,1.20000000000002,0,0,0,0,0
1,1019,2.5,2.51646341463414,0,0,0,0,0.00223577235772364
1,1019,4.5,4.60000000000001,1,0,0,0,0
1,1019,2.10000038146973,2.1,1,0,0,0,0
1,1019,0.700000762939453,0.69451219512197,0,0,0,0,0.000989159891598875
1,1019,1,1.03333333333332,1,0,0,0,0.00225000000000007
1,1019,6.79999923706055,6.89999999999999,1,0,0,0,0
1,1019,5.10000038146973,5.20000000000002,0,0,0,0,0
1,1019,12.2999992370605,12.4,1,0,0,0,0
1,1019,10.1000003814697,10.2,1,0,0,0,0
1,1019,7.79999923706055,7.89999999999999,1,0,0,0,0
1,1019,5.79999923706055,5.89999999999998,1,0,0,0,0
1,1019,0.100000381469727,0.200000000000024,0,0,0,0,0
1,1019,0.100000381469727,0.099999999999973,0,0,0,0,0
1,1019,3.5,3.6,1,0,0,0,0
1,1019,0.600000381469727,0.58253012048192,0,0,0,0.00107258301498681,0.00178665883044378
1,1019,3.20000076293945,3.27682926829268,1,0,0,0.00180216802168027,0.00180216802168027
1,1019,1.10000038146973,1.12048192771086,0,0,0,0,0.00244784014105191
1,1019,3,3.10000000000001,1,0,0,0,0
1,1019,1.5,1.5,0,0,0,0,0
2,1019,7,6.88012048192773,1,0,0,0.000881575080811075,0.0021304731119601
2,1019,4.20000076293945,4.08974358974358,0,0,0,0.000128205128205132,0.00157342657342662
2,1019,8.59999847412109,8.55,1,0,0,0.00186690755796452,0.00186690755796452
2,1019,5.5,5.40000000000002,1,0,0,0,0
2,1019,3.29999923706055,3.18902439024392,0,0,0,0,0.00173441734417349
2,1019,6.40000152587891,6.29999999999998,0,0,0,0,0
2,1019,14,14,1,0,0,0,0
2,1019,14,14,1,0,0,0,0
2,1019,10.4000015258789,10.3957831325301,0,0,0,0,0.000781663238319151
2,1019,14,14,1,0,0,0,0
2,1019,14,14,1,0,0,0,0
2,1019,0.100000381469727,0.0999999999999943,0,0,0,0,0
2,1019,0.100000381469727,0.0970588235294052,0,0,0,0,0.000560224089635871
2,1019,7.90000152587891,7.81341463414633,0,0,0,0.00135049683830175,0.000989159891598944
2,1019,0.100000381469727,0.0604938271604887,0,0,0,0,0.00167901234567906
2,1019,10.5,10.4728915662651,1,0,0,0.00133705553923013,0.00239788421980612
2,1019,2.29999923706055,2.19940476190478,0,0,0,0,0.000119047619047623
2,1019,9,8.94753086419755,1,0,0,0.00232716049382723,0.00216049382716055
2,1019,7.29999923706055,7.20000000000003,0,0,0,0,0
2,1019,10.7999992370605,10.8,1,0,0,0,0
2,1019,5.70000076293945,5.60117647058821,0,0,0,0.000232492997198886,0
2,1019,9.40000152587891,9.34085365853657,0,0,0,0.00245709123757911,0.00180216802168027
2,1019,12.2999992370605,12.3,1,0,0,0,0
2,1019,5.29999923706055,5.20000000000002,0,0,0,0,0
2,1019,11,10.9877906976744,1,0,0,0.000656634746922043,0.00145690834473328
2,1019,6.90000152587891,6.79999999999997,0,0,0,0,0
2,1019,9,8.94702380952382,0,0,0,0.00245983935742979,0.00232358003442347
2,1019,7.29999923706055,7.20562500000003,0,0,0,0.00101107594936697,0
2,1019,7.70000076293945,7.62797619047617,0,0,0,0.00249426276534717,0
2,1019,9.90000152587891,9.85602409638555,1,0,0,0.00208051719071413,0.00244784014105208
3,1019,15,15.1,0,0,0,0,0
3,1019,21.1000003814697,21.2,0,0,0,0,0
3,1019,24.6999998092651,24.8,0,0,0,0,0
3,1019,26.5999999046326,26.7427710843373,0,0,0,1.94941689492854e-34,0.00125183661475168
3,1019,27.7999999523163,27.9577380952381,0,0,0,0.00249426276534711,0.00243832472748136
3,1019,28.3999999761581,28.5518518518519,0,0,0,0.00194444444444445,0.00175
3,1019,29,29.1,0,0,0,3.11906703188567e-33,3.11906703188567e-33
3,1019,27.5,27.6470930232558,0,0,0,1.94858794373297e-34,0.000554035567715459
3,1019,29.5999999940395,29.7864197530864,0,0,0,0.00200308641975309,3.12000650990732e-33
3,1019,29.3999999761581,29.5,0,0,0,0,0
3,1019,29.3999999761581,29.5,1,0,0,0,0
3,1019,26.7999999523163,26.985625,0,0,0,0.0020743670886076,0
3,1019,28.2000000476837,28.3826923076923,0,0,0,0.00215784215784215,0.000374625374625374
3,1019,29.5,29.6821428571429,0,0,0,0.00195639701663798,0.000872059667240391
3,1019,29.3999999761581,29.566265060241,0,0,0,0.0025213047311196,0.00125183661475169
3,1019,29.3999999761581,29.5534090909091,0,0,0,0.00083594566353187,0.00022466039707419
3,1019,29.3999999761581,29.5,0,0,0,0,0
3,1019,29.3999999761581,29.566265060241,0,0,0,0.00246841022627094,0.00088157508081105
3,1019,29.3999999761581,29.5,0,0,0,0,0
3,1019,29.3999999761581,29.5,0,0,0,0,0
3,1019,29.5,29.65,0,0,0,0.0021604938271605,0.00216049382716049
3,1019,29.5,29.6,1,0,0,1.75422052765874e-33,1.75422052765874e-33
3,1019,29.3999999761581,29.5,1,0,0,0,0
3,1019,29.1000000238419,29.2753086419753,0,0,0,0.00253086419753087,7.02001464729148e-33
3,1019,29.1999999880791,29.3,0,0,0,0,0
3,1019,29.3000000119209,29.4620481927711,0,0,0,0.00191301792535997,0.000120481927710843
3,1019,29.3000000119209,29.4,1,0,0,3.11906703188567e-33,3.11906703188567e-33
3,1019,29.1000000238419,29.2,0,0,0,1.94941689492854e-34,1.94941689492854e-34
3,1019,29.1000000238419,29.2,0,0,0,0,0
3,1019,29.1999999880791,29.3738095238095,0,0,0,0.00252438324727481,3.11861427139331e-33
3,1019,29.1999999880791,29.3732558139535,0,0,0,0.00251709986320109,7.79435177493187e-34
3,1019,29.3000000119209,29.4133720930233,0,0,0,1.75372914935967e-33,0.00198221614227086
3,1019,29.3000000119209,29.4,0,0,0,1.75397191363838e-33,1.75397191363838e-33
3,1019,29.3000000119209,29.4,0,0,0,1.75527792399849e-33,1.75527792399849e-33
3,1019,29.3999999761581,29.5746987951807,0,0,0,0.00253012048192771,7.79766757971417e-34
3,1019,29.3999999761581,29.5777108433735,1,0,0,0.00248604172788716,0.000120481927710843
3,1019,29.1999999880791,29.3,0,0,0,1.94941689492854e-34,1.94941689492854e-34
3,1019,29.3000000119209,29.4957317073171,0,0,0,0.000790424570912376,0
3,1019,29.3000000119209,29.4051282051282,0,0,0,1.75584781942836e-33,0.000932400932400932
3,1019,29.3000000119209,29.4949367088608,0,0,0,0.00092177864329763,0
4,1019,12.5,12.5,0,0,0,0,0
4,1019,15.5,15.5,0,0,0,0,0
4,1019,17.2000007629395,17.2,1,0,0,0,0
4,1019,10.7999992370605,10.8,0,0,0,0,0
4,1019,14.5,14.5,0,0,0,0,0
4,1019,16.5999984741211,16.6,0,0,0,0,0
4,1019,17.9000015258789,17.9,1,0,0,0,0
4,1019,15.9000015258789,15.9,0,0,0,0,0
4,1019,17.5999984741211,17.6,1,0,0,0,0
4,1019,16.7000007629395,16.7,0,0,0,0,0
4,1019,17.5999984741211,17.6,1,0,0,0,0
4,1019,16.7000007629395,16.7,0,0,0,0,0
4,1019,17.2000007629395,17.2,0,0,0,0,0
4,1019,17.7999992370605,17.8,1,0,0,0,0
4,1019,17,17.0017857142857,0,0,0,0,0.000348537005163521
4,1019,17.5999984741211,17.6,0,0,0,0,0
4,1019,18.0999984741211,18.1,0,0,0,0,0
4,1019,19.2000007629395,19.2,1,0,0,0,0
4,1019,18.7999992370605,18.8,1,0,0,0,0
4,1019,18.5,18.5,1,0,0,0,0
4,1019,18.2000007629395,18.2,1,0,0,0,0
4,1019,18,18,1,0,0,0,0
4,1019,16.9000015258789,16.9,0,0,0,0,0
4,1019,17.5999984741211,17.6,0,0,0,0,0
4,1019,18.0999984741211,18.1,1,0,0,0,0
4,1019,17.0999984741211,17.1,0,0,0,0,0
4,1019,17.9000015258789,17.9,0,0,0,0,0
4,1019,18.2999992370605,18.3,0,0,0,0,0
4,1019,18.7999992370605,18.8,1,0,0,0,0
4,1019,18.7000007629395,18.7,1,0,0,0,0
4,1019,18.5,18.5,1,0,0,0,0
4,1019,17,17,0,0,0,0,0
4,1019,18.2999992370605,18.3,0,0,0,0,0
4,1019,18.7000007629395,18.7,1,0,0,0,0
4,1019,18.5999984741211,18.6,1,0,0,0,0
4,1019,17.0999984741211,17.1,0,0,0,0,0
4,1019,17.2000007629395,17.2,0,0,0,0,0
4,1019,18.4000015258789,18.4,0,0,0,0,0
4,1019,18.7000007629395,18.7,1,0,0,0,0
4,1019,18.5999984741211,18.6,1,0,0,0,0
1,1020,15,15.1398734177215,1,0,0,0,0.00163583252190846
1,1020,8.89999961853027,9,1,0,0,0,0
1,1020,5.29999923706055,5.39999999999998,1,0,0,0,0
1,1020,3.39999961853027,3.484375,1,0,0,0.00162025316455701,0.00101107594936712
1,1020,2.20000076293945,2.24551282051282,1,0,0,0.00247252747252754,0.0025308025308026
1,1020,1.60000038146973,1.60000000000001,1,0,0,0,0
1,1020,1,1.02278481012657,0,0,0,0,0.00251217137293094
1,1020,5.10000038146973,5.20000000000002,1,0,0,0,0
1,1020,2.70000076293945,2.76602564102562,1,0,0,0.00220612720612727,0
1,1020,0.899999618530273,0.899999999999995,0,0,0,0,0
1,1020,1.70000076293945,1.70000000000002,1,0,0,0,0
1,1020,0.899999618530273,0.899999999999991,1,0,0,0,0
1,1020,0.899999618530273,0.899999999999991,1,0,0,0,0
1,1020,2.79999923706055,2.89999999999999,1,0,0,0,0
1,1020,0.200000762939453,0.200000000000021,0,0,0,0,0
1,1020,1.10000038146973,1.10000000000001,1,0,0,0,0
1,1020,0.100000381469727,0.100000000000001,0,0,0,0,0
1,1020,1.20000076293945,1.20000000000002,1,0,0,0,0
1,1020,0.200000762939453,0.200000000000024,0,0,0,0,0
1,1020,1.20000076293945,1.20000000000002,1,0,0,0,0
1,1020,0.200000762939453,0.188125000000014,0,0,0,0,0.00183386075949359
1,1020,1.20000076293945,1.20000000000002,1,0,0,0,0
1,1020,0.200000762939453,0.200000000000024,0,0,0,0,0
1,1020,1.10000038146973,1.10000000000001,1,0,0,0,0
1,1020,0.299999237060547,0.299999999999979,0,0,0,0,0
